"","X[[i]]"
"2522"," is a crooked hillary clinton blow horn spewing same lies deception amp manipulated  facts for cheap political gain"
"2523","rt   used campaign donations to buy  of his own book tcouonveffbyg via "
"2524","rt  every day new  for    for trump      t"
"2525"," wouldnt know the truth if it crapped all over himand im being pc just a despicable human being tcowzjxxiib"
"2526","rt   came to baton rouge to give out play doh  can give out real dough "
"2527","the only thing we have to fear is  becoming potus"
"2528","rt   issues a direct challenge to  on how to get the black vote tcoktvaice"
"2529","rt   has been accused of raping a  yearold girl his exwife amp a business associate trump doesnt need a wa"
"2530"," he tells it like it is means it can completely change in s mind  minutes later delusional doublethink"
"2531"," with  the lies never end"
"2532"," story offers smoke but no fire         tcozdripssis"
"2533","  blasts s  of  tcoskttljc tcodpxskczen"
"2534","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"2535","ask not what  can do for you ask what a team of psychologists can do for  the man is a mess"
"2536","rt   issues a direct challenge to  on how to get the black vote tcoktvaice"
"2537","rt  when  says  were gonna make america great again  what he means is were gonna make america straight and wh"
"2538","hear what  now has to say about his views on deportation tcooiilthocyd"
"2539","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"2540","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"2541","   youre a deadbeat parasite just like your father and   "
"2542","   like real burgermesitermesierfrom  yearwithout santasoon they forgot him tcoyrbdvpp"
"2543","rt  hilarious japanese animation goes viral  elected world president tcommeamkvhxi  "
"2544","pandering is not a good look for you   "
"2545","rt   issues a direct challenge to  on how to get the black vote tcoktvaice"
"2546","so much for the smear that even  is only too happy to continuei wonder if he forgot he donated too tcohzwuocnyg"
"2547","rt   and  are to appear on stage together in the us tonight to discuss the brexit story"
"2548","rt    we are waiting in the white house        t"
"2549","rt   used campaign donations to buy  of his own book tcouonveffbyg via "
"2550","rt  reagans former irs chief counsel and bush sr irs commissioner what is trump hiding  tcornuddgx"
"2551","rt   used campaign donations to buy  of his own book tcouonveffbyg via "
"2552","rt   and  are to appear on stage together in the us tonight to discuss the brexit story"
"2553"," fake university fake doctor letter fake college degree for wife  is a fake a fraud a phoney"
"2554"," undermines whatever credibility you may have to call hrcs tax plan comical amp unserious amp s skywriting serious"
"2555","tcoxvwafcl the demagogue  seems to change his tune"
"2556","rt   issues a direct challenge to  on how to get the black vote tcoktvaice"
"2557","rt   hasnt destroyed the modern gop hes cast a light on the quintessence of whats kept its leaders in"
"2558","rt   used campaign donations to buy  of his own book tcouonveffbyg via "
"2559","rt   came to baton rouge to give out play doh  can give out real dough "
"2560","rt  you cannot say you have trust issues w  and truthfulness and in the next sentence say you support "
"2561","this dems hope  that when hillary clinton goes down in ignominious defeat on election day she takes our party wher  "
"2562","ktalk brieftalker immigration congressman gutierrez      tcowxriguhb"
"2563"," who are s  tcohokizlegx tcosugbskmn"
"2564","rt   i am for        tcomflmuntek"
"2565","rt  whats he hidingformer irs chief says  has no excuse to not release his tax returns tcorsfufadb"
"2566","rt  u need  know the brother of  is recommended to choose     "
"2567","rt   art for trump         tcogbqxnntbs"
"2568","rt   used campaign donations to buy  of his own book tcouonveffbyg via "
"2569"," donald  campaign rally in    tcoczolwolu tcoywugfly"
"2570","  just as  is doing and will continue to do trump doesnt have the temperament to lead our nation"
"2571","americas mayor rudy giuliani takes the stage in tampa florida to open for  "
"2572","rt   has been accused of raping a  yearold girl his exwife amp a business associate trump doesnt need a wa"
"2573"," saying youll defend amp keep usa safe doesnt mean you will do anything foolish we need a strong leader vote "
"2574","rt  retweet if you predict  will crush  and become the th president of the  vote  "
"2575","wouldnt risk it     tcolymnlqt"
"2576","you are very welcome from florida  tcowaujtlgd"
"2577","reagans former irs chief counsel and bush sr irs commissioner what is trump hiding  tcornuddgxdw"
"2578","rt   used campaign donations to buy  of his own book tcouonveffbyg via "
"2579","rt   live weds aug       tcoyylqqdo t"
"2580","rt  check out  s first television ad of the general election    tco"
"2581","chicago police we never spoke with  hes lying about the whole thing     tconfnpgnlvaz"
"2582","rt   and  are to appear on stage together in the us tonight to discuss the brexit story"
"2583","rt  poll  leads over  in   he never was behind her anywhere lol    t"
"2584","rt   i am for        tcomflmuntek"
"2585","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"2586","rt  when  says  were gonna make america great again  what he means is were gonna make america straight and wh"
"2587","rt    is losing hearts and minds of ordinary americans they dont subscribe his version of ameri"
"2588","stop white people is trending bc of   what should been trending is stop s people  "
"2589","we need to talk about the    filed against  tcobfssmntkzb"
"2590","nigel  to speak at a  rally  it was kind of predestined really wasnt it"
"2591","  like i said i wouldnt trust the wicked witch hillary if you pay memillions to believe her tcougdnekkg"
"2592","rt    tampa florida rally today will be aired live as soon as it starts abt pm et   ht"
"2593","rt  you cannot say you have trust issues w  and truthfulness and in the next sentence say you support "
"2594","rt  u need  know the brother of  is recommended to choose     "
"2595","supporters gather in  for  rally tcoisvwmll"
"2596","  wants to have his cake and eat it too and the recipe is bigotry mixed with fear"
"2597","not a single unbiased and neutral employee at  now its a  all bashing guests n supporters of   tcodeajttdmdf"
"2598","when  says  were gonna make america great again  what he means is were gonna make america straight and white again "
"2599","joe biden humiliates  trump in front of the entire world donald is pissed    tcoayktugld"
"2600","diff bet  amp  she has some character flaws we all do hes a flawed character tcowxapeqpo "
"2601","they must be damning s son says it would be foolish for his father to release  tcocbzlnckk"
"2602","donald trump responds to hillary clintons tcoerdutmqb "
"2603","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"2604","rt  u need  know the brother of  is recommended to choose     "
"2605","former irs chief   has no excuse to not release tax returns prove youve got nothing to hide donald tcozhgeyaier"
"2606","just reported a promoted tweet from  oldie being offensive    "
"2607","rt  s son spoke about his fathers decision to visit flooddamaged louisiana while pres obama played golf t"
"2608","rt  corporate  is biggest conflict of interest for  and tconwsshkfr t"
"2609","poll  leads over  in   he never was behind her anywhere lol    tcovowmhft"
"2610","rt  s the consummate hypocrite were it not for paytoplay relationships hed be single childless and i"
"2611"," would put america not just in the ditch but in the toilet he is asking for your vote but its just a game to him"
"2612","tcofvcffwh somebody ought to engage oneself into s economic affars evidence seem to show bankruptcies"
"2613","wow  is a  in todays  yay     tcolbalwwq"
"2614","rep steve king warns of mistake if  changes on immigration    tcoclabtsvdo"
"2615","   alleluia  found good news for  "
"2616","hillary health coverup implodes tconitslqyjn via    "
"2617"," is the epitome of the person his supporters  most "
"2618","rt   has been accused of raping a  yearold girl his exwife amp a business associate trump doesnt need a wa"
"2619","eric trump it would be foolish for trump to release his taxes   tcoermioifomq   "
"2620"," slams  as fing idiot wishes hed fall off the face of the earth tcoytosrbxn via   "
"2621","a gun never killed nobody you can ask anyone people get shot by peoplepeople with guns put out the fire queen  "
"2622","rt   further to s very serious tax plan it doesnt exist whos kidding who  "
"2623"," rockface   no way tcofiqbmydig"
"2624","rt  this explains s immigration stance its  "
"2625","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"2626","money hungry  such a hypocrite  is behaving himself hasnt said anytg stupid in  weeks amp hes voting  him "
"2627","rt  hooray the shitgibbon and pisswhiskers show is in town   tcocgydwnsz"
"2628","rt   vs  support among africanamerican voters tcoaiuiqpwo"
"2629","kellyanne conway were winning and all the polls are wrong tcourepffbuo "
"2630","rt   issues a direct challenge to  on how to get the black vote tcoktvaice"
"2631","spreadthetweet tcosmaqfllkn"
"2632","   supernatural deposits of money into peoples accounts with apostleprophet mufaro maposa   tcosdvevnna"
"2633","rt  this election is about values so lets compare  v    tcokrbjgwcq"
